proxy,value,n_height,type
XFeHr,0.78,4,RAW
XFeHr,0.83,8,RAW
XFeHr,0.55,10,RAW
XFeHr,0.4,12,RAW
XFeHr,0.56,22,RAW
XFeHr,0.67,32,RAW
XFeHr,0.58,41,RAW
XFeHr,0.59,50,RAW
XFeHr,0.59,59,RAW
XFeHr,0.63,68,RAW
XFeHr,0.53,77,RAW
XFeHr,0.59,79.25,RAW
XFeHr,0.64,81.5,RAW
XFeHr,0.61,83.75,RAW
XFeHr,0.53,86,RAW
XFeHr,0.47,95.5,RAW
XFeHr,0.48,105,RAW
XFeHr,0.78,114.5,RAW
XFeHr,0.32,124,RAW
XFeHr,0.58,133.5,RAW
XFeHr,0.49,143,RAW
XFeHr,0.38,152.5,RAW
XFeHr,0.46,162,RAW
XFeHr,0.56,167,RAW
XFeHr,0.51,182.9473684,RAW
XFeHr,0.49,198.8947368,RAW
XFeHr,0.57,214.8421053,RAW
XFeHr,0.51,230.7894737,RAW
XFeHr,0.55,246.7368421,RAW
XFeHr,0.51,262.6842105,RAW
XFeHr,0.57,278.6315789,RAW
XFeHr,0.49,294.5789474,RAW
XFeHr,0.46,310.5263158,RAW
XFeHr,0.46,326.4736842,RAW
XFeHr,0.41,342.4210526,RAW
XFeHr,0.43,358.3684211,RAW
XFeHr,0.6,374.3157895,RAW
XFeHr,0.56,390.2631579,RAW
XFeHr,0.45,406.2105263,RAW
XFeHr,0.51,422.1578947,RAW
XFeHr,0.4,438.1052632,RAW
XFeHr,0.44,454.0526316,RAW
XFeHr,0.51,470,RAW
XFeHr,0.45,485.9473684,RAW
XFeHr,0.42,501.8947368,RAW
XFeHr,0.5,517.8421053,RAW
XFeHr,0.48,533.7894737,RAW
XFeHr,0.46,549.7368421,RAW
XFeHr,0.47,565.6842105,RAW
XFeHr,0.44,581.6315789,RAW
XFeHr,0.42,597.5789474,RAW
XFeHr,0.53,613.5263158,RAW
XFeHr,0.4,629.4736842,RAW
XFeHr,0.31,645.4210526,RAW
XFeHr,0.4,661.3684211,RAW
XFeHr,0.44,677.3157895,RAW
XFeHr,0.4,693.2631579,RAW
XFeHr,0.42,709.2105263,RAW
XFeHr,0.39,725.1578947,RAW
XFeHr,0.44,741.1052632,RAW
XFeHr,0.4,757.0526316,RAW
XFeHr,0.41,773,RAW
XFePy,0.64,-558.99,RAW
XFePy,0.5,-441.99,RAW
XFePy,0.76,-234.99,RAW
XFePy,0.39,-191.66,RAW
XFePy,0.78,-148.33,RAW
XFePy,0.71,-105,RAW
XFePy,0.74,-67,RAW
XFePy,0.7,-57.25,RAW
XFePy,0.37,-47.5,RAW
XFePy,0.5,-37.75,RAW
XFePy,0.7,-28,RAW
XFePy,0.59,-27.23076923,RAW
XFePy,0.45,-26.46153846,RAW
XFePy,0.84,-25.69230769,RAW
XFePy,0.83,-24.92307692,RAW
XFePy,0.87,-24.15384615,RAW
XFePy,0.68,-23.38461538,RAW
XFePy,0.69,-22.61538462,RAW
XFePy,0.61,-21.84615385,RAW
XFePy,0.43,-21.07692308,RAW
XFePy,0.67,-20.30769231,RAW
XFePy,0.72,-19.53846154,RAW
XFePy,0.68,-18.76923077,RAW
XFePy,0.6,-18,RAW
XFePy,0.6,-16,RAW
XFePy,0.81,-14,RAW
XFePy,0.72,-11,RAW
XFePy,0.76,-8,RAW
XFePy,0.7,-4,RAW
XFePy,0.63,2,RAW
XFePy,0.66,4,RAW
XFePy,0.91,8,RAW
XFePy,0.58,10,RAW
XFePy,0.69,12,RAW
XFePy,0.85,22,RAW
XFePy,0.52,32,RAW
XFePy,0.74,41,RAW
XFePy,0.66,50,RAW
XFePy,0.56,59,RAW
XFePy,0.64,68,RAW
XFePy,0.73,77,RAW
XFePy,0.59,79.25,RAW
XFePy,0.24,81.5,RAW
XFePy,0.45,83.75,RAW
XFePy,0.51,86,RAW
XFePy,0.53,95.5,RAW
XFePy,0.52,105,RAW
XFePy,0.71,114.5,RAW
XFePy,0.38,124,RAW
XFePy,0.64,133.5,RAW
XFePy,0.54,143,RAW
XFePy,0.51,152.5,RAW
XFePy,0.54,162,RAW
XFePy,0.7,167,RAW
XFePy,0.68,182.9473684,RAW
XFePy,0.48,198.8947368,RAW
XFePy,0.62,214.8421053,RAW
XFePy,0.48,230.7894737,RAW
XFePy,0.54,246.7368421,RAW
XFePy,0.28,262.6842105,RAW
XFePy,0.56,278.6315789,RAW
XFePy,0.39,294.5789474,RAW
XFePy,0.52,310.5263158,RAW
XFePy,0.42,326.4736842,RAW
XFePy,0.35,342.4210526,RAW
XFePy,0.53,358.3684211,RAW
XFePy,0.75,374.3157895,RAW
XFePy,0.75,390.2631579,RAW
XFePy,0.39,406.2105263,RAW
XFePy,0.55,422.1578947,RAW
XFePy,0.32,438.1052632,RAW
XFePy,0.41,454.0526316,RAW
XFePy,0.32,470,RAW
XFePy,0.26,485.9473684,RAW
XFePy,0.48,501.8947368,RAW
XFePy,0.57,517.8421053,RAW
XFePy,0.48,533.7894737,RAW
XFePy,0.5,549.7368421,RAW
XFePy,0.35,565.6842105,RAW
XFePy,0.36,581.6315789,RAW
XFePy,0.31,597.5789474,RAW
XFePy,0.62,613.5263158,RAW
XFePy,0.4,629.4736842,RAW
XFePy,0.19,645.4210526,RAW
XFePy,0.28,661.3684211,RAW
XFePy,0.55,677.3157895,RAW
XFePy,0.48,693.2631579,RAW
XFePy,0.39,709.2105263,RAW
XFePy,0.35,725.1578947,RAW
XFePy,0.52,741.1052632,RAW
XFePy,0.35,757.0526316,RAW
XFePy,0.24,773,RAW
XLi,16.8,-422,RAW
XLi,8.5,-360,RAW
XLi,11.2,-276,RAW
XLi,6.3,-267,RAW
XLi,6.6,-241,RAW
XLi,6.9,-230,RAW
XLi,5.9,-224,RAW
XLi,6.8,-199,RAW
XLi,11.2,-174,RAW
XLi,6.7,-155,RAW
XLi,8,-133,RAW
XLi,7.8,-112,RAW
XLi,12.4,-91,RAW
XLi,7.8,-65,RAW
XLi,9,-49,RAW
XLi,6.9,-25,RAW
XLi,12.4,-22,RAW
XLi,0.3,-15,RAW
XLi,1,-14,RAW
XLi,-0.2,-13,RAW
XLi,0.8,-11,RAW
XLi,9.3,0,RAW
XLi,6.8,20,RAW
XLi,4.6,49,RAW
XLi,2.8,52,RAW
XLi,3.7,60,RAW
XLi,4.4,78,RAW
XLi,2.1,96,RAW
XLi,-0.2,103,RAW
XLi,-0.3,111,RAW
XLi,2.7,117,RAW
XLi,2.4,131,RAW
XLi,2.1,145,RAW
XLi,2.1,159,RAW
XLi,-0.3,182,RAW
XLi,1.4,227,RAW
XLi,1.9,277,RAW
XLi,2.2,315,RAW
XLi,2,364,RAW
XLi,2.2,413,RAW
XLi,1.2,466,RAW
XLi,1,519,RAW
XLi,1.3,572,RAW
XLi,1.3,625,RAW
XLi,-0.1,630,RAW
XLi,1.2,683,RAW
XLi,1.2,736,RAW
XLi,1.3,788,RAW
XLi,1.2,841,RAW
XN,2.01,-5271.451,RAW
XN,2.19,-4891.451,RAW
XN,3.26,-4500.451,RAW
XN,2.4,-3981.581,RAW
XN,2.87,-3830.921,RAW
XN,3.49,-3530.021,RAW
XN,2.2,-3229.971,RAW
XN,0.8,-2819.085,RAW
XN,1.57,-2555.574,RAW
XN,3.5,-2290.857,RAW
XN,0.98,-1653.823,RAW
XN,1.18,-1433.809,RAW
XN,1.98,-1264.125,RAW
XN,1.61,-498.39,RAW
XN,2.31,-373.368,RAW
XN,2.97,-288.776,RAW
XN,2.83,-263.896,RAW
XN,2.41,-161.888,RAW
XN,2.17,-87.248,RAW
XN,1.74,-71.076,RAW
XN,1.44,-18.828,RAW
XN,2.22,-10.908,RAW
XN,0.32,-7.828,RAW
XN,-0.51,-6.948,RAW
XN,0.28,-6.068,RAW
XN,0.26,6.912,RAW
XN,0.31,40.912,RAW
XN,0.11,63.692,RAW
XN,0.85,102.962,RAW
XN,0.89,129.312,RAW
XN,1.28,149.372,RAW
XO,19.74,-4129,RAW
XO,19.26,-4123,RAW
XO,19.2,-4104,RAW
XO,19.59,-4069,RAW
XO,19.81,-4053,RAW
XO,20.05,-4049,RAW
XO,19.91,-4045,RAW
XO,20.12,-4042,RAW
XO,20.16,-4038,RAW
XO,20.35,-4032,RAW
XO,20.21,-4023,RAW
XO,20.82,-4000,RAW
XO,21.04,-3952,RAW
XO,20.33,-3891,RAW
XO,20.54,-3878,RAW
XO,20.41,-3860,RAW
XO,20.85,-3800,RAW
XO,20.95,-3776,RAW
XO,20.78,-3756,RAW
XO,20.96,-3749,RAW
XO,20.7,-3716,RAW
XO,21.25,-3673,RAW
XO,21.44,-3663,RAW
XO,21.1,-3630,RAW
XO,20.55,-3596,RAW
XO,21.03,-3499,RAW
XO,20.72,-3414,RAW
XO,20.79,-3348,RAW
XO,20.72,-3289,RAW
XO,21.14,-3142,RAW
XO,21.29,-3091,RAW
XO,21.67,-2983,RAW
XO,20.78,-2651,RAW
XO,21.3,-2607,RAW
XO,21.28,-2546,RAW
XO,21.24,-2480,RAW
XO,21.31,-2440,RAW
XO,21.32,-2404,RAW
XO,21.08,-2384,RAW
XO,21.05,-2303,RAW
XO,21.47,-2087,RAW
XO,22.29,-2012,RAW
XO,21.81,-1953,RAW
XO,21.99,-1889,RAW
XO,21.58,-1801,RAW
XO,20.97,-1759,RAW
XO,21.25,-1439,RAW
XO,21.51,-1388,RAW
XO,21.69,-1315,RAW
XO,20.95,-1264,RAW
XO,21.27,-1214,RAW
XO,21.27,-1131,RAW
XO,21.53,-1103,RAW
XO,21.67,-1024,RAW
XO,21.81,-966,RAW
XO,21.47,-908,RAW
XO,21.97,-886,RAW
XO,22.45,-842,RAW
XO,21.59,-783,RAW
XO,21.02,-703,RAW
XO,20.52,-656,RAW
XO,21.03,-615,RAW
XO,21.94,-578,RAW
XO,21.72,-545,RAW
XO,21.56,-501,RAW
XO,21.83,-471,RAW
XO,22.1,-311,RAW
XO,21.34,-289,RAW
XO,20.61,-263,RAW
XO,21.45,-253,RAW
XO,21.55,-241,RAW
XO,21.44,-229,RAW
XO,21.02,-209,RAW
XO,20.83,-189,RAW
XO,21.54,-184,RAW
XO,20.67,-169,RAW
XO,21.09,-154,RAW
XO,21.37,-131,RAW
XO,20.71,-126,RAW
XO,19.65,-114,RAW
XO,20.04,-109,RAW
XO,20.81,-106,RAW
XO,20.79,-101,RAW
XO,20.63,-98,RAW
XO,20.6,-96,RAW
XO,20.7,-85,RAW
XO,21.28,-80,RAW
XO,21.24,-73,RAW
XO,21.13,-68,RAW
XO,20.9,-66,RAW
XO,20.79,-63,RAW
XO,21.13,-56,RAW
XO,21.02,-48,RAW
XO,21.12,-25,RAW
XO,20.86,-22,RAW
XO,21.12,-19,RAW
XO,21,-18,RAW
XO,20.09,-14,RAW
XO,19.44,-8,RAW
XO,18.64,-8,RAW
XO,19.31,-4,RAW
XO,18.73,-4,RAW
XO,18.92,-4,RAW
XO,18.65,0,RAW
XO,18.84,0,RAW
XO,19.4,4,RAW
XO,18.54,4,RAW
XO,18.64,4,RAW
XO,18.94,6,RAW
XO,17.9,8,RAW
XO,18.84,11,RAW
XO,18.65,11,RAW
XO,18.57,21,RAW
XO,19.47,25,RAW
XO,19.19,25,RAW
XO,18.91,25,RAW
XO,19.05,31,RAW
XO,18.77,37,RAW
XO,18.59,45,RAW
XO,18.27,51,RAW
XO,18.66,58,RAW
XO,17.83,65,RAW
XO,17.63,65,RAW
XO,18.16,89,RAW
XO,18.22,98,RAW
XO,18.71,264,RAW
XOs,5.02,-722.86,RAW
XOs,9.01,-565.71,RAW
XOs,5.35,-408.57,RAW
XOs,4.93,-332.86,RAW
XOs,3.46,-257.14,RAW
XOs,6.26,-155,RAW
XOs,2.3,-121.43,RAW
XOs,6.67,-90,RAW
XOs,10.55,-79,RAW
XOs,4.79,-61,RAW
XOs,5.29,-52,RAW
XOs,13.21,-40,RAW
XOs,2.08,-30,RAW
XOs,3.1,-20,RAW
XOs,4.44,-10,RAW
XOs,1.64,-4.29,RAW
XOs,1.93,-1.43,RAW
XOs,1.33,1.43,RAW
XOs,2.37,21.43,RAW
XOs,1.17,96.43,RAW
XOs,1.46,153.57,RAW
XOs,2.21,206.43,RAW
XOs,1.1,282.14,RAW
XOs,0.33,353.57,RAW
XOs,1.49,425,RAW
XS33,0.066770548,-422,RAW
XS33,-0.036925297,-360,RAW
XS33,0.036886519,-296,RAW
XS33,0.058297653,-286,RAW
XS33,0.040354589,-276,RAW
XS33,0,-267,RAW
XS33,0.085521826,-261,RAW
XS33,0.0257273,-241.5,RAW
XS33,-0.018958646,-230.5,RAW
XS33,0.066428747,-228.5,RAW
XS33,0.00747,-225.7,RAW
XS33,0.049033342,-224,RAW
XS33,0.085286111,-207.5,RAW
XS33,0.031655377,-199.5,RAW
XS33,0.040915859,-187.5,RAW
XS33,0.118681606,-181.5,RAW
XS33,0.016406255,-174.5,RAW
XS33,0.039033959,-169,RAW
XS33,0.035795525,-155.5,RAW
XS33,0.129338691,-154,RAW
XS33,0.076476673,-146.5,RAW
XS33,0.045989804,-138,RAW
XS33,0.084511262,-133,RAW
XS33,0.05237331,-131,RAW
XS33,0.101815526,-124,RAW
XS33,0.04209128,-112,RAW
XS33,0.073997198,-102,RAW
XS33,0.029756092,-96.5,RAW
XS33,-0.0151841,-91,RAW
XS33,0.067740268,-75,RAW
XS33,0.03693,-68,RAW
XS33,0.068883736,-65,RAW
XS33,0.092336577,-59,RAW
XS33,0.056368712,-53,RAW
XS33,0.023461529,-51,RAW
XS33,-0.027678695,-49,RAW
XS33,0.02346566,-47,RAW
XS33,-0.000105463,-46,RAW
XS33,0.071755584,-45,RAW
XS33,0.049596229,-26.5,RAW
XS33,-0.049230565,-25,RAW
XS33,0.106866046,-16.5,RAW
XS33,0.122638018,-15.5,RAW
XS33,0.078476877,-15.3,RAW
XS33,0.043081823,-15.1,RAW
XS33,0.035578791,-14.5,RAW
XS33,0.050672741,-14,RAW
XS33,0.099454039,-13.7,RAW
XS33,0.053297,-13.5,RAW
XS33,0.034102906,-11.5,RAW
XS33,0.060044479,-10,RAW
XS33,0.101080832,-4,RAW
XS33,0.070264556,0,RAW
XS33,0.002818119,20,RAW
XS33,0.006801032,21,RAW
XS33,0.081235222,23,RAW
XS33,0.084185702,25,RAW
XS33,0.072987743,38,RAW
XS33,0.109468957,48.5,RAW
XS33,0.058709765,66.5,RAW
XS33,0.080235443,79.5,RAW
XS33,0.056924615,95.5,RAW
XS34,-22.04,-422,RAW
XS34,-21.86,-360,RAW
XS34,-21.13,-296,RAW
XS34,-22.4,-286,RAW
XS34,-22.67,-276,RAW
XS34,-25.65,-267,RAW
XS34,-17.72,-261,RAW
XS34,-16.04,-241.5,RAW
XS34,-11.82,-230.5,RAW
XS34,-18.56,-228.5,RAW
XS34,-15.58,-225.7,RAW
XS34,-16.87,-224,RAW
XS34,-22.34,-207.5,RAW
XS34,-16.03,-199.5,RAW
XS34,-21.36,-187.5,RAW
XS34,-18.96,-181.5,RAW
XS34,-30.55,-174.5,RAW
XS34,-23.62,-169,RAW
XS34,-24.53,-155.5,RAW
XS34,-23.5,-154,RAW
XS34,-24.92,-146.5,RAW
XS34,-24.66,-138,RAW
XS34,-26.95,-133,RAW
XS34,-29.79,-131,RAW
XS34,-21.16,-124,RAW
XS34,-22.76,-112,RAW
XS34,-24.11,-102,RAW
XS34,-22.45,-96.5,RAW
XS34,-6.26,-91,RAW
XS34,-27.7,-75,RAW
XS34,-27.07,-68,RAW
XS34,-26.33,-65,RAW
XS34,-28.68,-59,RAW
XS34,-31.68,-53,RAW
XS34,-29.87,-51,RAW
XS34,-17.82,-49,RAW
XS34,-23.49,-47,RAW
XS34,-17.17,-46,RAW
XS34,-22.54,-45,RAW
XS34,-33.01,-26.5,RAW
XS34,2.88,-25,RAW
XS34,-19.94,-16.5,RAW
XS34,-17.54,-15.5,RAW
XS34,-30.93,-15.3,RAW
XS34,-25.8,-15.1,RAW
XS34,-26.03,-14.5,RAW
XS34,-28.27,-14,RAW
XS34,-24.78,-13.7,RAW
XS34,-27.35,-13.5,RAW
XS34,-33.72,-11.5,RAW
XS34,-30.7,-10,RAW
XS34,-34.6,-4,RAW
XS34,-31.2,0,RAW
XS34,-28.16,20,RAW
XS34,-20.96,21,RAW
XS34,-32.92,23,RAW
XS34,-25.54,25,RAW
XS34,-31.39,38,RAW
XS34,-34.73,48.5,RAW
XS34,-27.32,66.5,RAW
XS34,-32.37,79.5,RAW
XS34,-30.41,95.5,RAW
XSr,0.70718,-4378,RAW
XSr,0.70719,-4336.5,RAW
XSr,0.70694,-4297,RAW
XSr,0.70714,-4194,RAW
XSr,0.70695,-3934,RAW
XSr,0.7071,-3820,RAW
XSr,0.70706,-3772,RAW
XSr,0.70716,-3664.5,RAW
XSr,0.70705,-3251.5,RAW
XSr,0.70711,-3011.5,RAW
XSr,0.70711,-2442,RAW
XSr,0.70716,-1769,RAW
XSr,0.70711,-1364,RAW
XSr,0.70711,-1154.5,RAW
XSr,0.70694,-1130,RAW
XSr,0.70709,-895,RAW
XSr,0.70706,-620,RAW
XSr,0.70713,-501.5,RAW
XSr,0.70713,-339.5,RAW
XSr,0.70711,-171,RAW
XSr,0.70716,-68,RAW
XSr,0.70707,-16.5,RAW
XSr,0.70717,-11,RAW
XSr,0.70717,2,RAW
XSr,0.70709,10,RAW
XSr,0.70716,54.5,RAW
XSr,0.70681,87.5,RAW
XSr,0.70751,105,RAW
XSr,0.70741,126,RAW
XSr,0.70709,152.5,RAW
XSr,0.70709,173,RAW
XSr,0.7075,189.5,RAW
XSr,0.7075,205,RAW
XThU,0.11,-4610,RAW
XThU,0.03,-4375,RAW
XThU,0.08,-4320,RAW
XThU,0.01,-4265,RAW
XThU,0.04,-3900,RAW
XThU,0.11,-3767.5,RAW
XThU,0.06,-3721.5,RAW
XThU,0.1,-3634.5,RAW
XThU,0.04,-3409.5,RAW
XThU,0.07,-3221.5,RAW
XThU,0.01,-2981.5,RAW
XThU,0.02,-2691.5,RAW
XThU,0.16,-2412,RAW
XThU,0.03,-2015.5,RAW
XThU,0.02,-1739,RAW
XThU,0.04,-1334,RAW
XThU,0.03,-1124.5,RAW
XThU,0.07,-1100,RAW
XThU,0.04,-880,RAW
XThU,0,-620,RAW
XThU,0.19,-501.5,RAW
XThU,0.11,-339.5,RAW
XThU,0.29,-166,RAW
XThU,0.04,-76.5,RAW
XThU,2.14,-16.5,RAW
XThU,0.4,-11,RAW
XThU,0.32,0,RAW
XThU,0.27,10,RAW
XThU,1.2,22,RAW
XThU,9.34,54.5,RAW
XThU,27.3,81.5,RAW
XThU,18,124,RAW
XThU,78.4,164.5,RAW
XThU,37.1,470,RAW
XThU,33.1,823,RAW
XThU,22.3,921,RAW
XThU,2.27,976,RAW
XTOC,0.04,-5421.451,RAW
XTOC,3.6,-5271.451,RAW
XTOC,0.55,-4891.451,RAW
XTOC,0.06,-4500.451,RAW
XTOC,0.09,-4365.451,RAW
XTOC,0.42,-4235.781,RAW
XTOC,0.6,-3981.581,RAW
XTOC,0.19,-3830.921,RAW
XTOC,0.01,-3767.171,RAW
XTOC,0.55,-3530.021,RAW
XTOC,1.22,-3229.971,RAW
XTOC,0.16,-2946.921,RAW
XTOC,0.31,-2819.085,RAW
XTOC,0.34,-2733.459,RAW
XTOC,0.6,-2555.574,RAW
XTOC,0.32,-2307.138,RAW
XTOC,0.97,-2290.857,RAW
XTOC,0.1,-1905.473,RAW
XTOC,0.21,-1653.823,RAW
XTOC,0.7,-1433.809,RAW
XTOC,0.54,-1264.125,RAW
XTOC,0.1,-980.839,RAW
XTOC,0.12,-806.122,RAW
XTOC,0.19,-620.62,RAW
XTOC,0.59,-498.39,RAW
XTOC,0.23,-441.788,RAW
XTOC,0.31,-410,RAW
XTOC,0.45,-371,RAW
XTOC,0.44,-337,RAW
XTOC,0.34,-317,RAW
XTOC,0.18,-288,RAW
XTOC,0.32,-247,RAW
XTOC,0.29,-204,RAW
XTOC,2.26,-191,RAW
XTOC,0.32,-182,RAW
XTOC,0.48,-168,RAW
XTOC,0.27,-152,RAW
XTOC,0.42,-135,RAW
XTOC,0.34,-123,RAW
XTOC,0.53,-110,RAW
XTOC,0.86,-99,RAW
XTOC,1.63,-91,RAW
XTOC,0.53,-87,RAW
XTOC,0.63,-72,RAW
XTOC,1.05,-64,RAW
XTOC,2.44,-56,RAW
XTOC,0.56,-44,RAW
XTOC,0.5,-30,RAW
XTOC,1.57,-23,RAW
XTOC,0.82,-19.8,RAW
XTOC,2.29,-19.2,RAW
XTOC,0.24,-17,RAW
XTOC,1.68,-11,RAW
XTOC,0.54,-7,RAW
XTOC,0.71,-3,RAW
XTOC,0.76,0,RAW
XTOC,0.72,4,RAW
XTOC,1.44,10,RAW
XTOC,0.44,13,RAW
XTOC,0.79,22,RAW
XTOC,0.95,37,RAW
XTOC,1.21,51,RAW
XTOC,0.69,61,RAW
XTOC,0.31,79,RAW
XTOC,0.95,81,RAW
XTOC,1.18,85,RAW
XTOC,1.13,88,RAW
XTOC,1.05,92,RAW
XTOC,1.05,108,RAW
XTOC,0.76,123,RAW
XTOC,1.15,127,RAW
XTOC,0.98,132,RAW
XTOC,0.92,138,RAW
XTOC,0.9,144,RAW
XZn,0.79,-1203,RAW
XZn,0.92,-978,RAW
XZn,0.81,-829,RAW
XZn,0.76,-713,RAW
XZn,0.8,-563,RAW
XZn,0.75,-463,RAW
XZn,0.77,-445,RAW
XZn,0.36,-445,RAW
XZn,0.8,-414,RAW
XZn,0.77,-324,RAW
XZn,0.78,-290,RAW
XZn,0.62,-271,RAW
XZn,0.72,-245,RAW
XZn,0.79,-207,RAW
XZn,0.83,-196,RAW
XZn,0.88,-177,RAW
XZn,1.19,-164,RAW
XZn,1.11,-152,RAW
XZn,0.32,-152,RAW
XZn,1.21,-125,RAW
XZn,1.07,-110,RAW
XZn,1.08,-99,RAW
XZn,0.99,-89,RAW
XZn,0.99,-53,RAW
XZn,0.95,-45,RAW
XZn,0.88,-33,RAW
XZn,0.8,-31,RAW
XZn,0.82,-23,RAW
XZn,0.88,-20,RAW
XZn,0.74,-1,RAW
XZn,0.84,12,RAW
XZn,0.3,18,RAW
XZn,0.57,24,RAW
XZn,0.32,27,RAW
XZn,0.24,33,RAW
XZn,0.22,38,RAW
XZn,0.36,41,RAW
XZn,0.32,47,RAW
XZn,0.27,56,RAW
XZn,0.48,59,RAW
XZn,0.37,67,RAW
XZn,0.45,73,RAW
XZn,0.23,82,RAW
XZn,0.74,85,RAW
XZn,0.9,99,RAW
XZn,0.93,122,RAW
XZn,0.85,141,RAW
XZn,0.94,142,RAW
XZn,0.84,163,RAW
XZn,0.86,173,RAW
XZn,0.86,203,RAW
XZn,0.77,248,RAW
XZn,0.74,269,RAW
XZn,0.73,364,RAW
XZn,0.87,478,RAW
XZn,0.83,632,RAW
XZn,0.91,751,RAW
OCe,-0.2,-4740,REG
OCe,-0.17,-4375,REG
OCe,-0.2,-4320,REG
OCe,-0.16,-4265,REG
OCe,-0.1695362,-4205,REG
OCe,-0.1681107,-4075,REG
OCe,-0.28,-3900,REG
OCe,-0.23,-3767.5,REG
OCe,-0.01,-3721.5,REG
OCe,-0.07,-3634.5,REG
OCe,-0.13,-3409.5,REG
OCe,-0.22,-3221.5,REG
OCe,-0.23,-2981.5,REG
OCe,0.03,-2691.5,REG
OCe,-0.1508794,-2503.5,REG
OCe,0.02,-2252,REG
OCe,-0.3,-2015.5,REG
OCe,-0.26,-1739,REG
OCe,-0.24,-1334,REG
OCe,0.09,-1124.5,REG
OCe,-0.3,-1100,REG
OCe,-0.19,-880,REG
OCe,-0.28,-620,REG
OCe,-0.08,-501.5,REG
OCe,-0.08,-339.5,REG
OCe,-0.12566,-203.5,REG
OCe,-0.09,-138.5,REG
OCe,-0.1245361,-101,REG
OCe,-0.124421,-90.5,REG
OCe,-0.14,-76.5,REG
OCe,-0.1228969,-48.5,REG
OCe,-0.1236918,-24,REG
OCe,-0.13,-16.5,REG
OCe,-0.1,-11,REG
OCe,-0.1234945,-6,REG
OCe,-0.1234506,-2,REG
OCe,-0.13,2,REG
OCe,-0.1233629,6,REG
OCe,-0.19,10,REG
OCe,-0.1232423,17,REG
OCe,-0.2,27,REG
OCe,-0.16,54.5,REG
OCe,-0.01,81.5,REG
OCe,-0.01,124,REG
OCe,-0.18,164.5,REG
OCe,-0.01,470,REG
OCe,0.03,823,REG
OCe,0.04,921,REG
OCe,0,976,REG
XCa,-0.6,-339.5,REG
XCa,-0.62,-203.5,REG
XCa,-0.736666667,-138.5,REG
XCa,-0.74,-101,REG
XCa,-0.76,-90.5,REG
XCa,-0.8,-76.5,REG
XCa,-0.733333333,-48.5,REG
XCa,-0.86,-24,REG
XCa,-0.72,-16.5,REG
XCa,-0.75,-11,REG
XCa,-0.86,-6,REG
XCa,-0.7964619,-2,REG
XCa,-0.95,2,REG
XCa,-0.8014932,6,REG
XCa,-0.83,10,REG
XCa,-0.79,17,REG
XCa,-0.69,27,REG
XCa,-0.75,54.5,REG
XCcarb,1.466,-4740,REG
XCcarb,3.646,-4375,REG
XCcarb,3.5485,-4320,REG
XCcarb,3.844,-4265,REG
XCcarb,2.086,-4205,REG
XCcarb,3.484857143,-4075,REG
XCcarb,3.357,-3900,REG
XCcarb,3.28,-3767.5,REG
XCcarb,3.369168,-3721.5,REG
XCcarb,2.995,-3634.5,REG
XCcarb,3.153333333,-3409.5,REG
XCcarb,3.34,-3221.5,REG
XCcarb,3.333333333,-2981.5,REG
XCcarb,2.835,-2691.5,REG
XCcarb,2.775,-2503.5,REG
XCcarb,2.708333333,-2252,REG
XCcarb,3.005,-2015.5,REG
XCcarb,3.985384615,-1739,REG
XCcarb,3.9275,-1334,REG
XCcarb,3.486786,-1124.5,REG
XCcarb,3.2,-1100,REG
XCcarb,3.3045,-880,REG
XCcarb,3.514888889,-620,REG
XCcarb,3.5835,-501.5,REG
XCcarb,3.730409091,-339.5,REG
XCcarb,3.94675,-203.5,REG
XCcarb,3.625666667,-138.5,REG
XCcarb,3.85306,-101,REG
XCcarb,3.395,-90.5,REG
XCcarb,3.146,-76.5,REG
XCcarb,2.6086,-48.5,REG
XCcarb,1.414,-24,REG
XCcarb,1.5616,-16.5,REG
XCcarb,-0.590545455,-11,REG
XCcarb,-0.317428571,-6,REG
XCcarb,0.169181818,-2,REG
XCcarb,0.373625,2,REG
XCcarb,0.549444444,6,REG
XCcarb,0.6745,10,REG
XCcarb,0.6351,17,REG
XCcarb,0.643,27,REG
XCcarb,0.485,54.5,REG
XCcarb,0.2668399,81.5,REG
XCcarb,0.206,124,REG
XCcarb,0.3144776,164.5,REG
XCcarb,-0.988285714,470,REG
XCcarb,-0.964,823,REG
XCcarb,-0.536,921,REG
XCcarb,0.792,976,REG
XCcarb,0.7937246,999.5,REG
XCcarb,0.8123779,1032,REG
XCcarb,0.666,1062,REG
XCcarb,1.014,1125.5,REG
XCcarb,1.824,1214.5,REG
XCcarb,0.9552911,1281,REG
XCcarb,2.303,1342.5,REG
XCcarb,2.468,1395.5,REG
XCcarb,2.419,1442.5,REG
XCcarb,1.0729505,1486,REG
XCcarb,1.0841425,1505.5,REG
XCcarb,2.52,1533,REG
XCd,0.47,-339.5,REG
XCd,0.433333333,-203.5,REG
XCd,0.49,-138.5,REG
XCd,0.5,-101,REG
XCd,0.445,-90.5,REG
XCd,0.31,-76.5,REG
XCd,0.275,-48.5,REG
XCd,0.266666667,-24,REG
XCd,0.47,-16.5,REG
XCd,-0.03,-11,REG
XCd,0.06,-6,REG
XCd,0,-2,REG
XCd,0.08,2,REG
XCd,-0.26,6,REG
XCd,-0.23,10,REG
XCd,-0.05,17,REG
XCd,-0.29,27,REG
XCd,0.016666667,54.5,REG
